1,228,60204
COMMAND_ASHIRAMBATTLE.bmp,3128,0
COMMAND_EMPTYPLACE.bmp,3128,3128
COMMAND_FINDFRIEND.bmp,3128,6256
COMMAND_MONSTER_ATTACK.bmp,3128,9384
Command_Monster_defense.bmp,3128,12512
COMMAND_PvPDUEL.bmp,3128,15640
ICON_SKILL_100lv_01.bmp,3126,18768
ICON_SKILL_100lv_02.bmp,3126,21894
ICON_SKILL_100lv_03.bmp,3126,25020
ICON_SKILL_100lv_04.bmp,3126,28146
ICON_SKILL_100lv_05.bmp,3126,31272
ICON_SKILL_100lv_06.bmp,3126,34398
ICON_SKILL_100lv_07.bmp,3126,37524
ICON_SKILL_100lv_08.bmp,3126,40650
ICON_SKILL_AGNIARROW.BMP,3126,43776
ICON_SKILL_AO_AGNI.BMP,3126,46902
ICON_SKILL_AO_AGNIBLAZE.BMP,3126,50028
ICON_SKILL_AO_agnimaNi.bmp,3126,53154
ICON_SKILL_AO_AGNITOMARA.BMP,3128,56280
ICON_SKILL_AO_AGUPTA.bmp,3126,59408
ICON_SKILL_AO_AMBAKABIZATI01.bmp,3126,62534
ICON_SKILL_AO_AMBAKABIZATI.bmp,3126,65660
ICON_SKILL_AO_ANTAKARA.bmp,3126,68786
ICON_SKILL_AO_ASTAKAROHATI02.bmp,3126,71912
ICON_SKILL_AO_ASTAKAROHATI.bmp,3126,75038
ICON_SKILL_AO_BALUKAMANTRA.BMP,3126,78164
ICON_SKILL_AO_BALUKATRASH.BMP,3126,81290
ICON_SKILL_AO_BASATI02.bmp,3126,84416
ICON_SKILL_AO_BASATI.BMP,3128,87542
ICON_SKILL_AO_BEGA.BMP,3126,90670
ICON_SKILL_AO_BISACRO.BMP,3126,93796
ICON_SKILL_AO_BIZSAI.bmp,3126,96922
ICON_SKILL_AO_BUKAMPA02.bmp,3126,100048
ICON_SKILL_AO_BUKAMPA.BMP,3126,103174
ICON_SKILL_AO_CACOLAGROUND.BMP,3126,106300
ICON_SKILL_AO_CADORAI.BMP,3128,109426
ICON_SKILL_AO_CHANDRAFORCE.BMP,3126,112554
ICON_SKILL_AO_CHANDRAROCA.BMP,3126,115680
ICON_SKILL_AO_CHAYA02.bmp,3126,118806
ICON_SKILL_AO_CRAMACA.BMP,3128,121932
ICON_SKILL_AO_CUD.bmp,3126,125060
ICON_SKILL_AO_DADATI.bmp,3126,128186
ICON_SKILL_AO_DESTI.bmp,3126,131312
ICON_SKILL_AO_DIBANDA.bmp,3126,134438
ICON_SKILL_AO_DORBAAGAINST.BMP,3126,137564
ICON_SKILL_AO_DORBATRASH02.bmp,3126,140690
ICON_SKILL_AO_DORBATRASH.BMP,3126,143816
ICON_SKILL_AO_DVAIGUNA.bmp,3128,146942
ICON_SKILL_AO_GAIL.BMP,3126,150070
ICON_SKILL_AO_GATHANA.bmp,3126,153196
ICON_SKILL_AO_GRABH.bmp,3126,156322
ICON_SKILL_AO_GUNAJAST.BMP,3126,159448
ICON_SKILL_AO_HIMA.BMP,3126,162574
ICON_SKILL_AO_HIMACHACRA.BMP,3126,165700
ICON_SKILL_AO_HIMARESMAN.BMP,3030,168826
ICON_SKILL_AO_HIMATIRIKA.bmp,3126,171856
ICON_SKILL_AO_HOLDPOISON.BMP,3126,174982
ICON_SKILL_AO_IRINTIRIKA02.bmp,3126,178108
ICON_SKILL_AO_IRINTIRIKA.bmp,3126,181234
ICON_SKILL_AO_JAHATI.bmp,3126,184360
ICON_SKILL_AO_JAKTI.bmp,3126,187486
ICON_SKILL_AO_JANATIPARA.BMP,3126,190612
ICON_SKILL_AO_JANITE.BMP,3128,193738
ICON_SKILL_AO_JASAT.BMP,3126,196866
ICON_SKILL_AO_MAHOLKA.BMP,3126,199992
ICON_SKILL_AO_MANTRA01.BMP,3126,203118
ICON_SKILL_AO_MANTRA.BMP,3126,206244
Icon_skill_ao_mantraskin01.bmp,3128,209370
ICON_SKILL_AO_MANTRASKIN.BMP,3126,212498
ICON_SKILL_AO_MANTRAYKAMSYA.bmp,3126,215624
ICON_SKILL_AO_MANTRAYPATTRA.bmp,3126,218750
ICON_SKILL_AO_NAUTI.BMP,3126,221876
ICON_SKILL_AO_NIKRTI.bmp,3126,225002
ICON_SKILL_AO_PAUVAPRYA.bmp,3126,228128
ICON_SKILL_AO_PRABEZA.BMP,3126,231254
ICON_SKILL_AO_PRANAARROW.BMP,3126,234380
ICON_SKILL_AO_PRANICA.BMP,3126,237506
ICON_SKILL_AO_PRAPAD.bmp,3126,240632
ICON_SKILL_AO_pravara.bmp,3126,243758
ICON_SKILL_AO_RAUTI.BMP,3126,246884
ICON_SKILL_AO_rogazama.bmp,3126,250010
ICON_SKILL_AO_ROHATI.BMP,3128,253136
ICON_SKILL_AO_ROHATISUSARBA.bmp,3128,256264
ICON_SKILL_AO_RU.BMP,3126,259392
ICON_SKILL_AO_SABITRISTUN.BMP,3126,262518
ICON_SKILL_AO_SACATARADA.BMP,3126,265644
ICON_SKILL_AO_SAMAYOGA.bmp,3126,268770
ICON_SKILL_AO_SAMUDABA.BMP,3126,271896
ICON_SKILL_AO_SENYA.bmp,3126,275022
ICON_SKILL_AO_SIDHARU.bmp,3126,278148
ICON_SKILL_AO_SPARE01.bmp,3126,281274
ICON_SKILL_AO_SPTA02.bmp,3126,284400
ICON_SKILL_AO_SPTARESMAN02.bmp,3126,287526
Icon_skill_ao_stun01.bmp,3126,290652
ICON_SKILL_AO_STUN.BMP,3126,293778
ICON_SKILL_AO_SUGAMA.bmp,3126,296904
ICON_SKILL_AO_SURIAFIRECRACK.BMP,3126,300030
ICON_SKILL_AO_TAPASASARA.BMP,3126,303156
ICON_SKILL_AO_TRIPLEORAPUNCH.BMP,3126,306282
ICON_SKILL_AO_VARGA.bmp,3126,309408
ICON_SKILL_AO_VARTATE.bmp,3126,312534
ICON_SKILL_AO_VINAYA.bmp,3126,315660
ICON_SKILL_AO_YAMAKA02.bmp,3128,318786
ICON_SKILL_AO_YAMAKA.bmp,3128,321914
ICON_SKILL_AO_ZAMA02.bmp,3126,325042
ICON_SKILL_AO_ZAMA03.bmp,3126,328168
ICON_SKILL_AO_ZAMA.bmp,3128,331294
ICON_SKILL_AO_ZAMATIRIKA.bmp,3128,334422
ICON_SKILL_AO_ZAMS.bmp,3126,337550
ICON_SKILL_AO_ZNATH.bmp,3126,340676
ICON_SKILL_AV_AGNIGUNA.BMP,3126,343802
ICON_SKILL_AV_AGNIRADA.BMP,3128,346928
ICON_SKILL_AV_AKHILA.bmp,3126,350056
ICON_SKILL_AV_AKHILA_ruj.bmp,3126,353182
ICON_SKILL_AV_antarya.bmp,3126,356308
ICON_SKILL_AV_antaryavirati.bmp,3126,359434
ICON_SKILL_AV_AROKAKIN.bmp,3126,362560
ICON_SKILL_AV_ATMARATI.bmp,3030,365686
ICON_SKILL_AV_AZACA.BMP,3126,368716
ICON_SKILL_AV_BISAIYASARVANA.bmp,3126,371842
ICON_SKILL_AV_BISARADA.BMP,3126,374968
ICON_SKILL_AV_BRAHMANCUNDARINI.BMP,3128,378094
ICON_SKILL_AV_BUKAZAMA.bmp,3128,381222
ICON_SKILL_AV_CATIN.bmp,3126,384350
ICON_SKILL_AV_CURE.BMP,3126,387476
ICON_SKILL_AV_DAMANIBANDANA.bmp,3128,390602
ICON_SKILL_AV_DEHINUTARA.bmp,3128,393730
ICON_SKILL_AV_HIMARADA.bmp,3126,396858
ICON_SKILL_AV_INCRESESPEED.BMP,3126,399984
ICON_SKILL_AV_INCRESESPEED_ASURA.BMP,3128,403110
ICON_SKILL_AV_INCRESESPEED_YAKSA.BMP,3126,406238
ICON_SKILL_AV_INDRAZALA.BMP,3126,409364
ICON_SKILL_AV_JUVAS.bmp,3126,412490
ICON_SKILL_AV_KALATI.bmp,3126,415616
ICON_SKILL_AV_MAYAT.BMP,3126,418742
ICON_SKILL_AV_MITRAFORCE.BMP,3126,421868
Icon_skill_av_orashield01.bmp,3126,424994
ICON_SKILL_AV_ORASHIELD.BMP,3126,428120
ICON_SKILL_AV_PARACAMANA.BMP,3126,431246
ICON_SKILL_AV_RAZASPRANA.BMP,3128,434372
ICON_SKILL_AV_RUGUNA.BMP,3126,437500
ICON_SKILL_AV_SAATA.bmp,3126,440626
ICON_SKILL_AV_SANUTAR.bmp,3126,443752
Icon_skill_av_savitriforce01.bmp,3126,446878
ICON_SKILL_AV_SAVITRIFORCE.BMP,3126,450004
ICON_SKILL_AV_SCANDAPURI01.BMP,3126,453130
ICON_SKILL_AV_SCANDAPURI.BMP,3126,456256
ICON_SKILL_AV_STAMCARMAN.bmp,3126,459382
ICON_SKILL_AV_SURIYAFORCE.BMP,3128,462508
ICON_SKILL_AV_SURYAFORCE.BMP,3126,465636
ICON_SKILL_AV_tan.bmp,3126,468762
ICON_SKILL_AV_TARCA.BMP,3126,471888
ICON_SKILL_AV_TRETA03.bmp,3126,475014
ICON_SKILL_AV_TRETA.bmp,3128,478140
ICON_SKILL_AV_UMASAMATE02.bmp,3128,481268
ICON_SKILL_AV_UMASAMATE.bmp,3126,484396
ICON_SKILL_AV_UTTHA.bmp,3126,487522
ICON_SKILL_AV_vAraNa.bmp,3126,490648
ICON_SKILL_AV_VIRABA.BMP,3126,493774
ICON_SKILL_AV_VISHUNUZROCA.BMP,3126,496900
ICON_SKILL_HOLDFIRE.BMP,3126,500026
ICON_SKILL_INCRESECHACRA_NAGA.BMP,3126,503152
